hit_id,ch0,ch1,value
14225,116,695,0.0566197
14225,115,677,0.0545686
14225,116,694,0.0509945
14225,116,704,0.0490344
14225,115,678,0.0523286
14225,115,676,0.0439095
14225,115,686,0.054445
14225,115,681,0.0506518
14225,116,706,0.0592148
14225,115,684,0.0511774
14225,117,711,0.034662
14225,115,689,0.056393
14225,116,697,0.0605052
14225,115,690,0.0276703
14225,117,712,0.0533227
14225,116,700,0.0726932
14225,116,710,0.0555564
14225,116,702,0.0636657
14225,115,680,0.0630772
14225,116,690,0.0291898
14225,115,683,0.0600295
14225,116,707,0.05637
14225,117,713,0.0656842
14226,13,669,0.0528687
14226,15,695,0.0104019
14226,14,695,0.0408292
14226,13,678,0.0556624
14226,13,675,0.0583032
14226,14,683,0.0557276
14226,12,662,0.0556661
14226,13,668,0.0500089
14226,12,660,0.0599451
14226,14,685,0.0548541
14226,13,671,0.0670728
14226,15,697,0.05729
14226,12,663,0.0558923
14226,13,665,0.0600489
14226,14,680,0.0434944
14226,14,693,0.052395
14226,14,687,0.0558061
14226,13,677,0.0557045
14226,13,667,0.054087
14226,12,661,0.0492799
14226,13,676,0.0562226
14226,13,672,0.0442301
14226,14,686,0.0484918
14226,15,698,0.0559648
14226,14,694,0.0605302
14226,12,664,0.0412593
14226,13,680,0.0123174
14226,13,670,0.0561741
14226,14,688,0.0585481
14226,13,664,0.0190666
14226,13,679,0.0621497
14226,14,691,0.0546972
14226,15,696,0.0600135
14226,13,674,0.0618835
14226,14,692,0.0573401
14226,14,684,0.0544647
14226,15,699,0.0533796
14226,14,690,0.0563744
14226,12,659,0.0347208
14226,14,681,0.0532464
14226,15,700,0.0248503
14226,13,666,0.0626233
14226,13,673,0.0476052
14226,14,689,0.0533349
14226,14,682,0.0577547
14227,51,100,0.0529661
14227,49,68,0.0547067
14227,51,99,0.0582486
14227,50,80,0.0564641
14227,51,90,0.0458619
14227,49,61,0.055761
14227,50,85,0.0659685
14227,50,88,0.0627512
14227,50,86,0.0608895
14227,51,105,0.052375
14227,50,76,0.0498059
14227,49,59,0.0492116
14227,49,64,0.0505587
14227,49,63,0.070081
14227,51,93,0.0419676
14227,49,72,0.038976
14227,50,82,0.0510517
14227,50,72,0.0156519
14227,50,81,0.0548914
14227,49,71,0.0623845
14227,50,89,0.0543924
14227,50,73,0.0621017
14227,51,98,0.0464956
14227,51,91,0.053762
14227,51,96,0.0586542
14227,51,97,0.054683
14227,51,106,0.0529529
14227,49,67,0.0504872
14227,50,79,0.053327
14227,49,60,0.0482366
14227,50,84,0.0467564
14227,51,92,0.0567123
14227,49,66,0.0655798
14227,50,77,0.0697462
14227,50,75,0.0716802
14227,51,107,0.0289167
14227,51,102,0.0606914
14227,51,103,0.057271
14227,49,65,0.0610379
14227,50,87,0.0581618
14227,52,107,0.0212238
14227,49,62,0.0593449
14227,49,69,0.0638684
14227,49,70,0.0643196
14227,51,94,0.0605563
14227,50,83,0.0553537
14227,51,95,0.0563713
14227,51,104,0.0641144
14227,51,101,0.0626641
14227,50,90,0.00559713
14227,50,74,0.0536616
14227,50,78,0.0610778
14228,104,514,0.0603933
14228,103,510,0.058523
14228,105,540,0.0684161
14228,105,543,0.0577156
14228,105,542,0.058653
14228,105,537,0.0538061
14228,105,534,0.0488487
14228,103,512,0.0589811
14228,104,517,0.06381
14228,105,535,0.0634206
14228,103,505,0.0447173
14228,104,522,0.0587695
14228,104,513,0.0179525
14228,104,526,0.0578139
14228,103,509,0.0497148
14228,104,528,0.0547396
14228,105,533,0.042176
14228,105,544,0.0505852
14228,104,518,0.0426745
14228,104,523,0.0549636
14228,105,538,0.051893
14228,105,536,0.0556241
14228,103,511,0.0467199
14228,104,515,0.0643281
14228,104,524,0.0610966
14228,104,525,0.054417
14228,104,531,0.05349
14228,104,521,0.0582699
14228,103,513,0.0334415
14228,104,533,0.0154992
14228,103,507,0.0591334
14228,105,545,0.0576108
14228,104,516,0.0574926
14228,104,530,0.056499
14228,104,529,0.0534595
14228,104,527,0.0579722
14228,104,519,0.0515821
14228,105,546,0.0168537
14228,105,539,0.0551644
14228,104,520,0.0479657
14228,105,541,0.0603273
14228,103,508,0.0427103
14228,103,506,0.0586268
14228,104,532,0.055433
14229,272,143,0.0567346
14229,272,161,0.01298
14229,273,180,0.0540441
14229,273,164,0.0581414
14229,273,163,0.052544
14229,273,179,0.0677307
14229,272,152,0.059298
14229,273,167,0.0564539
14229,272,144,0.0548309
14229,272,160,0.0549828
14229,272,147,0.0518389
14229,273,171,0.0580357
14229,272,155,0.0531187
14229,273,175,0.0608119
14229,272,158,0.0614142
14229,273,176,0.0558605
14229,273,161,0.0425913
14229,272,146,0.0485239
14229,273,166,0.0636578
14229,272,142,0.0371775
14229,273,173,0.0488462
14229,273,169,0.0436996
14229,273,183,0.0607995
14229,272,150,0.0524182
14229,273,182,0.0477654
14229,273,174,0.0449653
14229,272,159,0.0550462
14229,273,172,0.0524016
14229,272,153,0.0713476
14229,273,165,0.0578313
14229,272,145,0.0569097
14229,273,184,0.0443465
14229,272,148,0.0525299
14229,272,154,0.0594636
14229,273,162,0.0571084
14229,272,151,0.0576611
14229,273,177,0.0564494
14229,273,170,0.059344
14229,273,168,0.0579049
14229,272,149,0.0598208
14229,273,178,0.0617016
14229,272,156,0.0653514
14229,273,181,0.0647845
14229,272,157,0.0566442
14230,288,4,0.053096
14230,288,6,0.0613594
14230,288,2,0.0646668
14230,288,1,0.0551654
14230,288,21,0.0654068
14230,288,0,0.0484988
14230,288,24,0.054797
14230,288,19,0.0594412
14230,288,23,0.0567339
14230,288,28,0.064354
14230,288,27,0.0601855
14230,288,11,0.0596234
14230,288,18,0.0606796
14230,288,22,0.0669717
14230,288,3,0.0539853
14230,288,29,0.0370187
14230,288,9,0.0638293
14230,288,14,0.0582384
14230,288,12,0.0656003
14230,288,10,0.0608461
14230,288,7,0.0598546
14230,288,5,0.0566701
14230,288,25,0.0490624
14230,288,13,0.0589368
14230,288,8,0.0546118
14230,288,26,0.0553657
14230,288,15,0.0653979
14230,288,17,0.0605607
14230,288,16,0.0636528
14230,288,20,0.066867
14231,187,121,0.0347077
14231,187,118,0.0616179
14231,186,106,0.0518901
14231,186,90,0.0592229
14231,186,98,0.0696734
14231,185,76,0.0440302
14231,186,91,0.0491586
14231,186,104,0.0615537
14231,186,96,0.0591714
14231,186,77,0.0683648
14231,187,110,0.0490128
14231,186,99,0.0651219
14231,186,92,0.0551503
14231,187,109,0.0621796
14231,187,112,0.052929
14231,186,107,0.0550429
14231,187,119,0.0441726
14231,186,78,0.0545984
14231,187,113,0.0502638
14231,186,97,0.0604257
14231,186,79,0.06088
14231,187,120,0.0467437
14231,186,93,0.0657597
14231,187,115,0.0558899
14231,187,117,0.0401117
14231,186,95,0.0595702
14231,185,75,0.04977
14231,185,74,0.066835
14231,186,86,0.0521493
14231,186,85,0.059296
14231,186,76,0.0137657
14231,186,88,0.0586257
14231,186,105,0.0545224
14231,186,108,0.0647254
14231,187,114,0.0607399
14231,187,111,0.0605469
14231,186,89,0.0686155
14231,185,73,0.0136014
14231,186,103,0.049242
14231,186,82,0.0664841
14231,186,87,0.0505078
14231,187,116,0.0563584
14231,187,108,0.00186984
14231,186,94,0.0593896
14231,186,100,0.054584
14231,186,83,0.0580726
14231,186,80,0.0532327
14231,186,81,0.0605353
14231,186,101,0.0563359
14231,186,84,0.0523436
14231,186,102,0.0566674
14232,246,219,0.0574182
14232,246,188,0.0596319
14232,246,190,0.0573116
14232,246,215,0.0571878
14232,246,209,0.0644025
14232,246,193,0.0592745
14232,246,200,0.0637906
14232,246,217,0.0571361
14232,246,183,0.0534961
14232,246,223,0.0459683
14232,246,221,0.0519336
14232,246,184,0.0582677
14232,246,210,0.0620286
14232,246,214,0.0540037
14232,246,205,0.0500434
14232,246,211,0.0617755
14232,246,191,0.0574712
14232,246,224,0.0402682
14232,246,182,0.0514822
14232,246,203,0.0605617
14232,246,199,0.0520695
14232,246,189,0.0555967
14232,246,218,0.0490488
14232,246,202,0.0612443
14232,245,181,0.0571969
14232,246,195,0.0531642
14232,246,220,0.0636775
14232,246,207,0.0626782
14232,246,198,0.0632932
14232,246,204,0.050651
14232,246,194,0.0563091
14232,246,196,0.0598804
14232,246,187,0.0519863
14232,246,225,0.0375217
14232,246,208,0.0563542
14232,246,212,0.0546559
14232,245,180,0.0316311
14232,246,201,0.0552544
14232,246,186,0.0482887
14232,246,222,0.0543589
14232,246,213,0.0540591
14232,246,206,0.0520394
14232,245,182,0.0101002
14232,246,197,0.0569707
14232,246,185,0.0592243
14232,246,216,0.058807
14232,246,192,0.0526397
14233,202,742,0.059773
14233,201,729,0.0465656
14233,201,718,0.0677925
14233,201,731,0.050078
14233,202,744,0.0578528
14233,201,732,0.0752837
14233,202,734,0.059614
14233,202,745,0.0582653
14233,201,719,0.064294
14233,201,725,0.0515153
14233,202,739,0.0575202
14233,201,727,0.0531073
14233,201,734,0.00243865
14233,202,747,0.0534755
14233,201,715,0.0617091
14233,201,711,0.0520227
14233,201,713,0.0527396
14233,202,746,0.0540502
14233,201,714,0.0593503
14233,201,722,0.0588356
14233,202,750,0.0444747
14233,201,724,0.0635915
14233,201,730,0.0506602
14233,201,716,0.0640735
14233,201,712,0.0572264
14233,202,735,0.0582041
14233,201,723,0.0593953
14233,201,710,0.00931433
14233,201,733,0.0473125
14233,201,720,0.0605211
14233,201,721,0.0531044
14233,201,728,0.0659416
14233,202,743,0.0590829
14233,202,737,0.0593256
14233,202,749,0.0449431
14233,201,717,0.0626019
14233,202,736,0.0475064
14233,201,726,0.0532213
14233,202,748,0.0591362
14233,202,738,0.0596299
14233,202,740,0.067462
14233,202,741,0.0501296
14234,67,1153,0.0553509
14234,66,1141,0.0600011
14234,66,1145,0.0474616
14234,66,1140,0.0583533
14234,66,1137,0.030265
14234,67,1157,0.0530171
14234,67,1151,0.0142425
14234,66,1139,0.0578769
14234,67,1162,0.0516455
14234,66,1147,0.0562894
14234,65,1136,0.0584334
14234,66,1142,0.0558285
14234,67,1159,0.0655475
14234,66,1151,0.0418427
14234,67,1155,0.0520164
14234,67,1160,0.0574848
14234,66,1138,0.0585937
14234,66,1143,0.0537085
14234,67,1152,0.0560439
14234,67,1156,0.0617858
14234,66,1150,0.0554824
14234,67,1158,0.0539509
14234,66,1146,0.0638669
14234,65,1137,0.0244728
14234,67,1163,0.00663953
14234,65,1131,0.0432623
14234,65,1135,0.0578267
14234,65,1130,0.0575989
14234,65,1128,0.0500375
14234,67,1154,0.0584966
14234,65,1129,0.0629401
14234,66,1149,0.0643033
14234,66,1148,0.0506285
14234,65,1133,0.0513335
14234,65,1134,0.0640178
14234,66,1144,0.0521139
14234,67,1161,0.0632636
14234,65,1132,0.0560237
14235,191,930,0.0657728
14235,191,929,0.053431
14235,191,928,0.0443172
14235,191,908,0.0516598
14235,191,909,0.0576136
14235,191,926,0.0572749
14235,192,934,0.0549556
14235,191,927,0.051478
14235,191,919,0.0619516
14235,191,931,0.0631168
14235,192,936,0.0556694
14235,192,933,0.0411801
14235,191,924,0.0468702
14235,191,907,0.0195188
14235,191,915,0.0523484
14235,191,922,0.0598098
14235,191,914,0.0644064
14235,192,940,0.0594725
14235,192,938,0.0525642
14235,191,910,0.0700934
14235,192,943,0.061404
14235,192,939,0.0641586
14235,192,945,0.0547417
14235,191,916,0.0545174
14235,192,941,0.0625139
14235,191,923,0.0501896
14235,191,933,0.0145628
14235,191,913,0.0643327
14235,191,921,0.052534
14235,192,944,0.056536
14235,191,925,0.0600162
14235,192,937,0.0447768
14235,191,918,0.0793888
14235,192,946,0.0388734
14235,191,911,0.0555096
14235,191,932,0.0452607
14235,192,935,0.0646393
14235,191,920,0.0546052
14235,191,917,0.0558702
14235,191,912,0.0543213
14235,192,942,0.0595544
14236,50,883,0.0529206
14236,50,876,0.0587758
14236,50,872,0.054475
14236,51,885,0.0180881
14236,51,897,0.0622181
14236,51,898,0.0538767
14236,52,903,0.0520255
14236,51,891,0.0512477
14236,51,894,0.0569286
14236,52,909,0.0503529
14236,50,874,0.05904
14236,52,899,0.0180088
14236,50,871,0.0144873
14236,50,877,0.0541809
14236,51,887,0.0544861
14236,51,888,0.0549935
14236,49,870,0.052315
14236,50,884,0.0643063
14236,51,893,0.0593666
14236,50,878,0.0455918
14236,51,896,0.0565905
14236,52,906,0.0537007
14236,52,905,0.0543192
14236,50,881,0.0513043
14236,52,908,0.0505275
14236,51,889,0.0591486
14236,51,890,0.0727836
14236,51,886,0.0472664
14236,50,873,0.0584451
14236,50,880,0.0545471
14236,50,879,0.0450679
14236,50,875,0.0529448
14236,51,892,0.0560595
14236,51,895,0.0523834
14236,49,868,0.0167888
14236,50,882,0.0580255
14236,49,869,0.06123
14236,51,899,0.0329612
14236,50,885,0.0408817
14236,52,902,0.0568213
14236,52,901,0.0544295
14236,52,900,0.0649414
14236,52,907,0.0481098
14236,49,871,0.047169
14236,52,904,0.0598584
14237,221,661,0.053605
14237,221,637,0.0468081
14237,221,631,0.0543777
14237,222,668,0.0678176
14237,221,646,0.0588071
14237,221,634,0.0582167
14237,221,651,0.0655312
14237,221,658,0.0560026
14237,221,647,0.0552561
14237,221,633,0.0598033
14237,221,665,0.0491194
14237,221,645,0.0555873
14237,221,663,0.0475729
14237,221,649,0.0597027
14237,222,665,0.0166037
14237,221,656,0.0536097
14237,221,654,0.0622385
14237,221,653,0.068796
14237,221,657,0.0583979
14237,221,652,0.0611274
14237,221,655,0.0586882
14237,222,666,0.055889
14237,222,669,0.0577315
14237,221,640,0.0555958
14237,221,638,0.0640226
14237,221,650,0.0572511
14237,221,648,0.0552559
14237,221,630,0.00795967
14237,222,671,0.0579762
14237,221,660,0.0553806
14237,221,642,0.0548529
14237,221,643,0.0597648
14237,222,667,0.0544252
14237,221,664,0.0542737
14237,221,641,0.0586786
14237,221,662,0.052462
14237,221,659,0.0576007
14237,221,632,0.0581595
14237,221,644,0.0624317
14237,221,635,0.0615901
14237,221,639,0.0601251
14237,222,670,0.0575479
14237,221,636,0.0656787
14238,70,305,0.0660716
14238,71,314,0.0118282
14238,70,310,0.0554461
14238,69,286,0.0570418
14238,68,276,0.0661912
14238,69,278,0.0537416
14238,70,304,0.0480839
14238,70,312,0.0568135
14238,70,313,0.0536362
14238,71,317,0.0517778
14238,70,307,0.0610959
14238,69,280,0.0553758
14238,69,291,0.0607321
14238,70,301,0.0578962
14238,69,296,0.0296535
14238,69,287,0.0488949
14238,71,315,0.0526334
14238,70,306,0.0614279
14238,71,316,0.0556226
14238,69,279,0.0576047
14238,70,311,0.0489304
14238,69,289,0.0574599
14238,69,284,0.042117
14238,70,314,0.0378706
14238,69,290,0.0612885
14238,69,292,0.0493646
14238,70,300,0.055481
14238,70,296,0.0292236
14238,68,278,0.011166
14238,69,283,0.0656481
14238,70,298,0.0514865
14238,71,319,0.0118711
14238,69,295,0.0537054
14238,70,299,0.0546558
14238,70,297,0.0498843
14238,70,302,0.0509102
14238,70,308,0.0549231
14238,69,293,0.0521943
14238,69,282,0.0609662
14238,69,281,0.0616466
14238,69,294,0.0696956
14238,68,275,0.0111024
14238,68,277,0.059658
14238,71,318,0.0540734
14238,69,285,0.0663143
14238,70,309,0.0540008
14238,70,303,0.0493649
14238,69,288,0.0593026
14239,236,876,0.0586411
14239,236,872,0.0567828
14239,236,868,0.0591492
14239,237,884,0.0552644
14239,236,879,0.054493
14239,236,880,0.0695424
14239,236,874,0.0601139
14239,236,878,0.0691111
14239,236,864,0.0366697
14239,236,870,0.0613963
14239,237,883,0.0488481
14239,236,875,0.0573116
14239,236,871,0.0537441
14239,236,858,0.0582839
14239,236,859,0.0602329
14239,236,866,0.0614678
14239,236,851,0.0570359
14239,236,862,0.0651739
14239,236,854,0.0653953
14239,236,852,0.0591806
14239,236,873,0.0512688
14239,236,867,0.0587486
14239,237,885,0.0560141
14239,236,860,0.0544347
14239,236,882,0.0599808
14239,236,857,0.0635272
14239,236,853,0.052813
14239,236,848,0.0537678
14239,236,855,0.060886
14239,236,881,0.0539268
14239,236,850,0.0507231
14239,236,847,0.0393437
14239,236,869,0.0532727
14239,236,861,0.0631338
14239,236,849,0.0529756
14239,236,856,0.0559531
14239,236,865,0.0634115
14239,236,877,0.0507593
14239,237,886,0.0480297
14239,236,883,0.00462244
14239,236,863,0.0510294
14240,232,506,0.058027
14240,233,537,0.055633
14240,232,516,0.0498529
14240,232,504,0.0617057
14240,233,530,0.0576599
14240,233,527,0.0183241
14240,232,509,0.0567993
14240,232,512,0.0460916
14240,232,523,0.0637224
14240,232,520,0.0731691
14240,233,536,0.0517511
14240,232,517,0.0578375
14240,232,507,0.0632222
14240,233,531,0.0629114
14240,233,545,0.0700052
14240,233,544,0.0660904
14240,232,524,0.0532911
14240,232,505,0.0553929
14240,232,518,0.0539681
14240,233,539,0.0482792
14240,232,525,0.0590519
14240,233,532,0.0623737
14240,233,528,0.0607953
14240,232,510,0.0524435
14240,233,543,0.0638299
14240,233,538,0.0615489
14240,233,535,0.0530245
14240,232,526,0.0551409
14240,233,533,0.0624247
14240,233,534,0.0644808
14240,233,541,0.0618166
14240,232,515,0.0545018
14240,232,508,0.0622872
14240,233,529,0.0458096
14240,232,527,0.0429775
14240,232,514,0.0508112
14240,232,503,0.0538353
14240,232,521,0.0451529
14240,232,511,0.0551325
14240,232,519,0.0654452
14240,233,542,0.0572535
14240,232,502,0.00493976
14240,232,513,0.0595392
14240,232,522,0.0624741
14240,233,540,0.0599007
14241,253,191,0.0617555
14241,254,205,0.0539559
14241,254,215,0.0551363
14241,253,189,0.0430961
14241,253,184,0.0552707
14241,254,214,0.0576093
14241,253,194,0.055907
14241,253,197,0.0565106
14241,253,196,0.0541448
14241,253,190,0.0646405
14241,253,170,0.0352747
14241,253,172,0.0576887
14241,253,187,0.0438891
14241,253,178,0.0664053
14241,253,176,0.0667844
14241,253,199,0.0512529
14241,253,185,0.0535836
14241,253,200,0.0705216
14241,253,182,0.0472685
14241,253,183,0.0554477
14241,253,188,0.0592312
14241,253,192,0.065407
14241,254,211,0.0648365
14241,254,204,0.057242
14241,253,193,0.0545006
14241,254,209,0.0595321
14241,254,208,0.0500822
14241,253,201,0.0530075
14241,254,203,0.0505341
14241,253,181,0.0495137
14241,253,173,0.0420314
14241,254,207,0.0603537
14241,254,213,0.0483012
14241,253,171,0.0518955
14241,254,210,0.0472823
14241,253,198,0.0532392
14241,254,206,0.0655465
14241,253,177,0.0592117
14241,253,174,0.0515997
14241,253,179,0.0508483
14241,254,212,0.0694971
14241,253,195,0.0524867
14241,253,180,0.0531792
14241,253,186,0.0632769
14241,254,202,0.0211537
14241,253,175,0.0558163
14241,253,202,0.0392759
14242,55,32,0.0616122
14242,54,38,0.0535311
14242,55,34,0.061465
14242,55,35,0.0290951
14242,56,29,0.0623312
14242,53,40,0.0591371
14242,55,31,0.0294321
14242,53,41,0.0486883
14242,56,30,0.0684811
14242,54,37,0.0552246
14242,56,28,0.0307227
14242,54,35,0.0305095
14242,55,33,0.0638088
14242,53,39,0.0166306
14242,54,39,0.0486325
14242,56,31,0.0250964
14242,54,36,0.07862
14243,53,853,0.0499998
14243,52,837,0.0618725
14243,52,843,0.0540124
14243,53,851,0.048554
14243,52,845,0.0559668
14243,52,835,0.0232761
14243,53,852,0.0603475
14243,53,854,0.0520597
14243,54,865,0.0650684
14243,53,863,0.0252729
14243,52,844,0.0508885
14243,54,864,0.056445
14243,53,857,0.0535244
14243,51,834,0.0511134
14243,52,849,0.033986
14243,52,836,0.0461854
14243,52,841,0.0605757
14243,53,859,0.0673817
14243,53,856,0.0464001
14243,53,861,0.0569031
14243,54,867,0.0559297
14243,54,870,0.0705583
14243,51,832,0.0557347
14243,52,847,0.0445392
14243,53,849,0.0254153
14243,54,868,0.061812
14243,53,850,0.0505854
14243,52,848,0.0622996
14243,51,835,0.0319726
14243,52,838,0.056136
14243,54,872,0.00192313
14243,52,839,0.0698319
14243,52,842,0.0606665
14243,54,863,0.026978
14243,54,869,0.0613764
14243,51,831,0.051613
14243,51,833,0.0622524
14243,52,846,0.0463922
14243,53,855,0.0628894
14243,53,858,0.0520632
14243,54,871,0.0532317
14243,53,860,0.0584854
14243,52,840,0.0599554
14243,53,862,0.058093
14243,54,866,0.055198
14244,219,955,0.0586599
14244,219,974,0.049179
14244,219,966,0.0556901
14244,219,958,0.0640618
14244,219,953,0.0516833
14244,219,969,0.0618294
14244,220,989,0.0453027
14244,219,978,0.0548625
14244,219,979,0.0476059
14244,219,975,0.0644076
14244,219,982,0.0486887
14244,220,985,0.00776233
14244,219,970,0.0517629
14244,220,987,0.0559088
14244,219,977,0.059169
14244,219,983,0.0520437
14244,219,960,0.0607843
14244,219,956,0.0484355
14244,219,972,0.0637852
14244,219,961,0.0550231
14244,219,963,0.0562897
14244,219,976,0.0643218
14244,219,981,0.0527077
14244,219,980,0.0624057
14244,219,985,0.0501115
14244,219,968,0.0586398
14244,219,984,0.0597554
14244,219,959,0.0494947
14244,219,971,0.0615428
14244,219,952,0.0641115
14244,220,986,0.0499273
14244,219,964,0.0563971
14244,219,951,0.00441071
14244,219,954,0.0524459
14244,219,957,0.0556439
14244,219,962,0.048846
14244,219,965,0.0669701
14244,219,973,0.0596145
14244,219,967,0.0571369
14244,220,988,0.0621816
14245,89,712,0.0566655
14245,91,748,0.0503448
14245,91,751,0.0605891
14245,90,740,0.0282573
14245,91,745,0.0543397
14245,90,727,0.0606894
14245,90,737,0.0487721
14245,89,711,0.0146858
14245,90,732,0.0544598
14245,91,741,0.0619154
14245,90,733,0.055076
14245,90,735,0.0520349
14245,91,744,0.0617951
14245,90,729,0.063081
14245,89,721,0.06645
14245,90,731,0.0528313
14245,91,747,0.0594745
14245,89,717,0.0608512
14245,89,718,0.0503137
14245,90,734,0.0474955
14245,90,739,0.0499723
14245,91,752,0.053763
14245,90,725,0.0598785
14245,90,736,0.0520266
14245,90,722,0.00615596
14245,91,753,0.0322442
14245,89,714,0.0637417
14245,91,746,0.0570254
14245,91,742,0.0660631
14245,90,728,0.0614829
14245,90,726,0.0673614
14245,90,730,0.0564452
14245,91,749,0.058085
14245,89,719,0.0473896
14245,89,716,0.0619719
14245,90,724,0.0431254
14245,89,722,0.0546414
14245,90,738,0.0475554
14245,90,723,0.0534177
14245,89,715,0.0540855
14245,91,740,0.0290428
14245,91,743,0.0606518
14245,91,750,0.0541905
14245,89,713,0.0463332
14245,89,720,0.0547181
14246,334,141,0.0484924
14246,334,101,0.0388812
14246,334,111,0.0527863
14246,334,103,0.0574533
14246,334,132,0.0587328
14246,334,115,0.0466667
14246,334,133,0.071779
14246,334,137,0.0585772
14246,334,121,0.06348
14246,334,138,0.067477
14246,334,122,0.0441831
14246,334,135,0.0466315
14246,334,126,0.0582384
14246,334,142,0.0598948
14246,334,114,0.0467681
14246,334,140,0.0641527
14246,334,119,0.0598774
14246,334,127,0.0557663
14246,334,146,0.0468403
14246,334,123,0.053272
14246,334,144,0.056433
14246,334,105,0.0559491
14246,334,139,0.061186
14246,334,131,0.0549094
14246,334,116,0.0690761
14246,334,124,0.0589856
14246,334,130,0.0595812
14246,334,118,0.05669
14246,334,134,0.0666188
14246,334,102,0.0617097
14246,334,109,0.0527561
14246,334,136,0.0564741
14246,334,143,0.0549616
14246,334,145,0.0552962
14246,334,129,0.0548438
14246,334,110,0.0631082
14246,334,125,0.0523159
14246,334,108,0.0564441
14246,334,112,0.0508338
14246,334,113,0.0609775
14246,334,117,0.0653734
14246,334,104,0.0587595
14246,334,128,0.0449521
14246,334,106,0.0635913
14246,334,107,0.0578692
14246,334,120,0.0635301
14247,301,774,0.0601034
14247,301,773,0.061096
14247,301,778,0.048538
14247,301,776,0.0545781
14247,301,769,0.0534664
14247,301,790,0.056008
14247,301,777,0.063407
14247,301,780,0.0531914
14247,301,775,0.0580682
14247,301,761,0.0592889
14247,301,766,0.0521399
14247,301,779,0.0594515
14247,301,796,0.05862
14247,301,787,0.0624997
14247,301,785,0.0624615
14247,301,789,0.0513317
14247,301,781,0.0512358
14247,301,801,0.0569926
14247,301,795,0.045844
14247,301,788,0.0573735
14247,301,802,0.0577229
14247,301,765,0.0500917
14247,301,799,0.0664598
14247,301,786,0.0525643
14247,301,782,0.0677281
14247,301,797,0.0572644
14247,301,770,0.053801
14247,301,793,0.0571345
14247,301,783,0.0579571
14247,301,764,0.062747
14247,301,794,0.0537052
14247,301,784,0.0474872
14247,301,803,0.00595284
14247,301,762,0.0504666
14247,301,792,0.0555597
14247,301,798,0.0695841
14247,301,772,0.0587712
14247,301,800,0.0623111
14247,301,771,0.0562848
14247,301,791,0.0535361
14247,301,763,0.0616497
14247,301,768,0.0553435
14247,301,767,0.05743
14248,112,917,0.00539023
14248,112,927,0.0500972
14248,113,954,0.0483775
14248,113,936,0.0524878
14248,112,926,0.0471629
14248,112,921,0.0603469
14248,112,924,0.0698154
14248,113,943,0.0621741
14248,112,929,0.0605779
14248,112,920,0.0593558
14248,113,942,0.0637282
14248,112,933,0.0584744
14248,113,938,0.0721637
14248,113,952,0.052515
14248,112,919,0.0461671
14248,112,936,0.00436704
14248,113,948,0.0637388
14248,113,941,0.0635568
14248,114,956,0.00978559
14248,112,918,0.0564956
14248,113,953,0.0725702
14248,112,931,0.0551975
14248,113,945,0.0630737
14248,112,925,0.0517502
14248,113,949,0.0525385
14248,112,930,0.0555837
14248,112,923,0.0597871
14248,113,947,0.0598701
14248,112,928,0.0541885
14248,113,940,0.0540107
14248,113,950,0.0497537
14248,113,951,0.0565391
14248,113,946,0.0523274
14248,113,939,0.0633784
14248,112,935,0.056062
14248,113,944,0.0502536
14248,114,955,0.0439981
14248,113,937,0.0457213
14248,113,955,0.0175004
14248,112,932,0.0592655
14248,112,922,0.0607303
14248,112,934,0.0584372
14249,275,1267,0.0535186
14249,275,1265,0.0545339
14249,275,1277,0.0647062
14249,275,1253,0.0512957
14249,275,1262,0.0580744
14249,275,1270,0.0593266
14249,275,1274,0.0599557
14249,275,1263,0.0588512
14249,275,1260,0.0670918
14249,275,1254,0.0540755
14249,275,1266,0.0581114
14249,275,1255,0.0659058
14249,275,1261,0.0495469
14249,275,1264,0.0701503
14249,275,1272,0.0638171
14249,275,1258,0.054952
14249,275,1275,0.058211
14249,275,1278,0.0632468
14249,275,1273,0.0581797
14249,275,1252,0.0685943
14249,275,1251,0.00586429
14249,275,1268,0.0630319
14249,275,1257,0.0544624
14249,275,1271,0.0607459
14249,275,1279,0.0518451
14249,275,1259,0.0594976
14249,275,1269,0.052569
14249,275,1276,0.0561021
14249,275,1256,0.0527367
14250,217,105,0.13933
14250,218,104,0.0908161
14250,216,105,0.0751014
14250,218,105,0.0172546
14251,103,980,0.061334
14251,103,977,0.0624398
14251,104,991,0.0600244
14251,104,993,0.0680854
14251,104,992,0.0527718
14251,102,960,0.0453119
14251,102,962,0.0491661
14251,104,990,0.0364678
14251,102,959,0.0576437
14251,103,971,0.0332129
14251,103,975,0.0611561
14251,104,996,0.0652458
14251,103,987,0.0470168
14251,102,963,0.067293
14251,102,965,0.0580239
14251,103,990,0.023792
14251,103,982,0.0429052
14251,103,973,0.058419
14251,104,995,0.0635519
14251,103,984,0.0447508
14251,103,981,0.0672109
14251,103,983,0.0510807
14251,104,994,0.0476537
14251,102,969,0.0589116
14251,103,989,0.0516432
14251,103,986,0.0527374
14251,102,964,0.0520541
14251,103,976,0.0521598
14251,102,961,0.0599286
14251,102,970,0.0604079
14251,103,985,0.0565692
14251,103,972,0.0559475
14251,103,979,0.0567809
14251,102,958,0.0344959
14251,102,966,0.0560168
14251,102,967,0.0525537
14251,104,998,0.00101893
14251,103,988,0.0569804
14251,104,997,0.046671
14251,103,974,0.0574704
14251,102,968,0.0523802
14251,103,978,0.0561395
